id,categoryname,title,partno,size,price,code,weight
2411,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  SR Threaded Ends,1831-012CSR,1/01/2004,390.97,POA,0.57
2412,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  SR Threaded Ends,1831-015CSR,1/01/2002,413.01,POA,0.76
2413,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  SR Threaded Ends,1831-020CSR,2,566.19,POA,1.33
2414,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  SR Threaded Ends,1831-025CSR,2/01/2002,1236.95,POA,3.63
2415,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  SR Threaded Ends,1831-030CSR,3,1437.64,POA,3.67
2416,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  SR Threaded Ends,1831-040CSR,4,2571.39,POA,6.08
2417,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  SR Threaded Ends,1831-060CSR,6,5952.31,POA,18.55
2418,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-005C,1-Feb,244.89,POA,0.39
2419,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-007C,3-Apr,305.98,POA,0.56
2420,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-010C,1,357.1,POA,0.75
2421,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-012C,1/01/2004,520.28,POA,1.02
2422,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-015C,1/01/2002,571.31,POA,1.36
2423,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-020C,2,916.29,POA,2.22
2424,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-025C,2/01/2002,1723.61,POA,5.02
2425,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-030C,3,2147.89,POA,5.35
2426,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-040C,4,3830.34,POA,8.98
2427,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-060C,6,8866.3,POA,23.15
2428,Lockable Ball Valve , BALL VALVE TRUE UNION LOCKABLE CPVC/FPM  Flanged Ends,1833-080C,8,11792.16,POA,31.75
2429,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-005,1-Feb,105.21,B,0.22
2430,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-007,3-Apr,124.51,B,0.32
2431,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-010,1,148.3,B,0.44
2432,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-012,1/01/2004,205.15,B,0.64
2433,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-015,1/01/2002,247.05,B,0.87
2434,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-020,2,326.01,B,1.48
2435,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Socket Ends,1822V-025,2/01/2002,540.54,POA,3.38
2436,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Socket Ends,1822V-030,3,605.76,POA,3.45
2437,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Socket Ends,1822V-040,4,1023.48,POA,5.57
2438,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Socket Ends,1822V-060,6,2573.14,POA,18.13
2439,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-005,1-Feb,130.03,POA,0.38
2440,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-007,3-Apr,164.48,POA,0.54
2441,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-010,1,199.04,POA,0.71
2442,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-012,1/01/2004,233.74,POA,0.97
2443,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-015,1/01/2002,294.35,POA,1.26
2444,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-020,2,468.68,POA,2.1
2445,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-025,2/01/2002,865.58,POA,4.83
2446,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-030,3,956.34,POA,5.13
2447,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-040,4,1923.63,POA,8.3
2448,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/EPDM  Flanged Ends,1823V-060,6,4095.83,POA,22.42
2449,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-005C,1-Feb,138.96,B,0.23
2450,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-007C,3-Apr,175.01,B,0.33
2451,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-010C,1,208.39,B,0.46
2452,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-012C,1/01/2004,331.28,B,0.67
2453,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-015C,1/01/2002,349.87,B,0.89
2454,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Threaded FPT/Socket Ends (BSPT also available),1829V-020C,2,467.92,B,1.54
2455,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Socket Ends,1822V-025C,2/01/2002,941,POA,3.54
2456,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Socket Ends,1822V-030C,3,1100.25,POA,3.58
2457,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Socket Ends,1822V-040C,4,2658.24,POA,6.11
2458,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM  Socket Ends,1822V-060C,6,6151.25,POA,18.77
2459,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-005C,1-Feb,282.01,POA,0.39
2460,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-007C,3-Apr,345.71,POA,0.56
2461,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-010C,1,395.77,POA,0.75
2462,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-012C,1/01/2004,591.34,POA,1.02
2463,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-015C,1/01/2002,650.44,POA,1.35
2464,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-020C,2,905.13,POA,2.21
2465,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-025C,2/01/2002,1689.38,POA,4.99
2466,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-030C,3,2470.57,POA,5.33
2467,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-040C,4,4506.26,POA,8.84
2468,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/EPDM   Flanged Ends,1823V-060C,6,10430.9,POA,23.08
2469,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-005,1-Feb,117.11,B,0.22
2470,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-007,3-Apr,138.5,B,0.32
2471,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-010,1,165.15,B,0.43
2472,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-012,1/01/2004,261.81,B,0.65
2473,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-015,1/01/2002,274.28,B,0.88
2474,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-020,2,359.03,B,1.49
2475,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM   Socket Ends,1832V-025,2/01/2002,732.4,POA,3.41
2476,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM   Socket Ends,1832V-030,3,791.82,POA,3.47
2477,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM   Socket Ends,1832V-040,4,1337.86,POA,5.6
2478,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM   Socket Ends,1832V-060,6,3066.9,POA,18.2
2479,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-005,1-Feb,138.9,POA,0.38
2480,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-007,3-Apr,178.88,POA,0.54
2481,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-010,1,214.04,POA,0.71
2482,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-012,1/01/2004,320.25,POA,0.98
2483,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-015,1/01/2002,320.26,POA,1.27
2484,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-020,2,497.11,POA,2.11
2485,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-025,2/01/2002,879.88,POA,4.85
2486,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-030,3,1187.8,POA,5.16
2487,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-040,4,2229.82,POA,8.32
2488,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE UPVC/FPM  Flanged Ends,1833V-060,6,4749.02,POA,22.49
2489,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-005C,1-Feb,154.43,B,0.23
2490,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-007C,3-Apr,194.52,B,0.33
2491,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-010C,1,231.51,B,0.45
2492,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-012C,1/01/2004,368.23,B,0.67
2493,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-015C,1/01/2002,388.73,B,0.9
2494,Lockable Ball Valve , BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Threaded FPT/Socket Ends (BSPT also available),1839V-020C,2,537.85,B,1.55
2495,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Socket Ends,1832V-025C,2/01/2002,1393.96,POA,3.57
2496,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Socket Ends,1832V-030C,3,1630.07,POA,3.61
2497,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Socket Ends,1832V-040C,4,2953.64,POA,6.14
2498,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Socket Ends,1832V-060C,6,2733.68,POA,18.84
2499,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-005C,1-Feb,288.08,POA,0.39
2500,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-007C,3-Apr,360.14,POA,0.56
2501,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-010C,1,420.08,POA,0.75
2502,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-012C,1/01/2004,612.09,POA,1.02
2503,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-015C,1/01/2002,672.14,POA,1.36
2504,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-020C,2,1077.96,POA,2.22
2505,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-025C,2/01/2002,2027.7,POA,5.02
2506,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-030C,3,2526.86,POA,5.35
2507,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-040C,4,4506.29,POA,8.98
2508,Lockable Ball Valve ,BALL VALVE VENTED/BLEACH BALL VALVE CPVC/FPM  Flanged Ends,1833V-060C,6,10430.95,POA,23.15
2509,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket & Threaded Ends,3629-005,1-Feb,71.59,B,0.19
2510,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket & Threaded Ends,3629-007,3-Apr,84.66,B,0.3
2511,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket & Threaded Ends,3629-010,1,100.83,B,0.42
2512,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket & Threaded Ends,3629-012,1/01/2004,139.47,B,0.62
2513,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket & Threaded Ends,3629-015,1/01/2002,168.03,B,0.84
2514,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket & Threaded Ends,3629-020,2,221.72,B,1.43
2515,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket Ends,3622-025,2/01/2002,366.31,POA,3.3
2516,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket Ends,3622-030,3,484.6,POA,3.37
2517,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Socket Ends,3622-040,4,818.52,POA,5.45
2518,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-005SR,1-Feb,63.07,POA,0.17
2519,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-007SR,3-Apr,76.15,POA,0.26
2520,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-010SR,1,90.14,POA,0.36
2521,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-012SR,1/01/2004,129.9,POA,0.53
2522,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-015SR,1/01/2002,155.22,POA,0.71
2523,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-020SR,2,202.37,POA,1.22
2524,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-025SR,2/01/2002,397.62,POA,3.35
2525,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-030SR,3,514.69,POA,3.42
2526,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM   SR Threaded Ends,3621-040SR,4,853.88,POA,5.39
2527,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-005,1-Feb,88.29,POA,0.35
2528,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-007,3-Apr,111.85,POA,0.52
2529,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-010,1,135.34,POA,0.7
2530,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-012,1/01/2004,158.9,POA,0.95
2531,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-015,1/01/2002,200.15,POA,1.24
2532,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-020,2,318.69,POA,2.05
2533,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-025,2/01/2002,588.61,POA,4.75
2534,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-030,3,609.93,POA,5.05
2535,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/EPDM  Flanged Ends,3623-040,4,1308.08,POA,8.17
2536,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket & Threaded Ends,3629-005C,1-Feb,94.46,B,0.21
2537,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket & Threaded Ends,3629-007C,3-Apr,119.03,B,0.31
2538,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket & Threaded Ends,3629-010C,1,141.71,B,0.44
2539,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket & Threaded Ends,3629-012C,1/01/2004,225.29,B,0.65
2540,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket & Threaded Ends,3629-015C,1/01/2002,237.88,B,0.86
2541,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket & Threaded Ends,3629-020C,2,318.21,B,1.5
2542,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket Ends,3622-025C,2/01/2002,853.15,POA,3.48
2543,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket Ends,3622-030C,3,997.6,POA,3.5
2544,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  Socket Ends,3622-040C,4,1807.6,POA,5.98
2545,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-005CSR,1-Feb,114.75,POA,0.18
2546,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-007CSR,3-Apr,146.76,POA,0.22
2547,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-010CSR,1,173.81,POA,0.37
2548,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-012CSR,1/01/2004,282.66,POA,0.55
2549,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-015CSR,1/01/2002,297.38,POA,0.72
2550,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-020CSR,2,395.98,POA,1.28
2551,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-025CSR,2/01/2002,894.81,POA,3.54
2552,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-030CSR,3,1039.22,POA,3.57
2553,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM  SR Threaded Ends,3621-040CSR,4,1856.26,POA,5.63
2554,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-005C,1-Feb,191.69,POA,0.37
2555,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-007C,3-Apr,235.06,POA,0.54
2556,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-010C,"	 1",269.1,POA,0.74
2557,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-012C,1/01/2004,402.1,POA,1
2558,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-015C,1/01/2002,442.35,POA,1.32
2559,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-020C,2,615.51,POA,2.17
2560,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-025C,2/01/2002,1148.76,POA,4.94
2561,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-030C,3,1575,POA,5.25
2562,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE CPVC/EPDM   Flanged Ends,3623-040C,4,2946.43,POA,8.82
2563,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM  Socket & Threaded Ends,3639-005,1-Feb,79.61,B,0.19
2564,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM  Socket & Threaded Ends,3639-007,3-Apr,94.18,B,0.3
2565,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM  Socket & Threaded Ends,3639-010,1,112.32,B,0.42
2566,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM  Socket & Threaded Ends,3639-012,1/01/2004,178.04,B,0.63
2567,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM  Socket & Threaded Ends,3639-015,1/01/2002,186.52,B,0.85
2568,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM  Socket & Threaded Ends,3639-020,2,244.12,B,1.44
2569,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Socket Ends,3632-025,2/01/2002,498.04,"POA	",3.33
2570,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Socket Ends,3632-030,3,538.42,"POA	",3.39
2571,Standard Ball Valve ,TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Socket Ends,3632-040,4,909.78,"POA	",5.48
2572,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-005SR,1-Feb,69.98,POA,0.17
2573,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-007SR,3-Apr,84.44,POA,0.26
2574,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-010SR,1,100.05,POA,0.35
2575,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-012SR,1/01/2004,163.13,POA,0.53
2576,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-015SR,1/01/2002,171.15,POA,0.72
2577,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-020SR,2,221.71,POA,1.23
2578,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-025SR,2/01/2002,528.07,POA,3.11
2579,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-030SR,3,568.47,POA,3.44
2580,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   SR Threaded Ends,3631-040SR,4,944.85,POA,5.42
2581,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Flanged Ends,3633-005,1-Feb,94.16,POA,0.35
2582,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Flanged Ends,3633-007,3-Apr,121.65,"POA	",0.52
2583,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Flanged Ends,3633-010,1,145.54,POA,0.7
2584,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Flanged Ends,3633-012,1/01/2004,176.61,POA,0.96
2585,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Flanged Ends,3633-015,1/01/2002,217.8,POA,0.97
2586,Standard Ball Valve , TRUE UNION 2000 STANDARD BALL VALVE UPVC/FPM   Flanged Ends,3633-020,2,338.04,POA,2.06
